"id","type","title","authors","venue","year","pages","url"
"journals_corr_abs-2209-13958","article","That Depends - Assessing User Perceptions of Authentication Schemes across Contexts of Use.","Verena Zimmermann; Paul Gerber; Alina Stöver","CoRR","2022","","https://doi.org/10.48550/arXiv.2209.13958"
"journals_remotesensing_grubeltagcshs22","article","The Hitchhiker's Guide to Fused Twins: A Review of Access to Digital Twins In Situ in Smart Cities.","Jascha Grübel; Tyler Thrash; Leonel Aguilar; Michal Gath-Morad; Julia Chatain; Robert W. Sumner; Christoph Hölscher; Victor R. Schinazi","Remote. Sens.","2022","3095","https://doi.org/10.3390/rs14133095"
"conf_hri_hsiehc22","inproceedings","The Role of Empathic Traits in Emotion Recognition and Emotion Contagion of Cozmo Robots.","Te-Yi Hsieh; Emily S. Cross","HRI","2022","802-806","https://doi.org/10.1109/HRI53351.2022.9889501"
"conf_icmi_kwokkr22","inproceedings","Two-Step Gaze Guidance.","Tiffany C. K. Kwok; Peter Kiefer; Martin Raubal","ICMI","2022","299-309","https://doi.org/10.1145/3536221.3556612"
"conf_hai_labankmc22","inproceedings","User experience of human-robot long-term interactions.","Guy Laban; Arvid Kappas; Val Morrison; Emily S. Cross","HAI","2022","287-289","https://doi.org/10.1145/3527188.3563927"
"journals_tvcg_sevastjanovaebc22","article","VisInReport: Complementing Visual Discourse Analytics Through Personalized Insight Reports.","Rita Sevastjanova; Mennatallah El-Assady; Adam Bradley; Christopher Collins; Miriam Butt; Daniel A. Keim","IEEE Trans. Vis. Comput. Graph.","2022","4757-4769","https://doi.org/10.1109/TVCG.2021.3104026"
"conf_mc_stovergchmzv22","inproceedings","Website operators are not the enemy either - Analyzing options for creating cookie consent notices without dark patterns.","Alina Stöver; Nina Gerber; Christin Cornel; Mona Henz; Karola Marky; Verena Zimmermann; Joachim Vogt","MuC (Workshopband)","2022","","https://doi.org/10.18420/muc2022-mci-ws01-458"
"journals_cga_el-assadym22","article","Which Biases and Reasoning Pitfalls Do Explanations Trigger? Decomposing Communication Processes in Human-AI Interaction.","Mennatallah El-Assady; Caterina Moruzzi","IEEE Computer Graphics and Applications","2022","11-23","https://doi.org/10.1109/MCG.2022.3200328"
"conf_chi_gobboehe22","inproceedings","xai-primer.com - A Visual Ideation Space of Interactive Explainers.","Beatrice Gobbo; Tommaso Elli; Uta Hinrichs; Mennatallah El-Assady","CHI Extended Abstracts","2022","193:1-193:4","https://doi.org/10.1145/3491101.3519880"
"journals_firai_riddochc21","article","""Hit the Robot on the Head With This Mallet"" - Making a Case for Including More Open Questions in HRI Research.","Katie A. Riddoch; Emily S. Cross","Frontiers Robotics AI","2021","603510","https://doi.org/10.3389/frobt.2021.603510"
"conf_etra_2021","proceedings","2021 Symposium on Eye Tracking Research and Applications, ETRA 2020, Virtual Event, Germany, May 25-27, 2021, Full Papers","","ETRA Full Papers","2021","","https://doi.org/10.1145/3448017"
"conf_etra_2021s","proceedings","2021 Symposium on Eye Tracking Research and Applications, ETRA 2020, Virtual Event, Germany, May 25-27, 2021, Short Papers","","ETRA Short Papers","2021","","https://doi.org/10.1145/3448018"
"journals_cgf_sperrleegbcek21","article","A Survey of Human-Centered Evaluations in Human-Centered Machine Learning.","Fabian Sperrle; Mennatallah El-Assady; Grace Guo; Rita Borgo; Duen Horng Chau; Alex Endert; Daniel A. Keim","Comput. Graph. Forum","2021","543-567","https://doi.org/10.1111/cgf.14329"
"conf_percom_grubelthshs21","inproceedings","Artifact: The Feasibility of Dense Indoor LoRaWAN Towards Passively Sensing Human Presence.","Jascha Grübel; Tyler Thrash; Didier Helal; Robert W. Sumner; Christoph Hölscher; Victor R. Schinazi","PerCom Workshops","2021","444-445","https://doi.org/10.1109/PerComWorkshops51409.2021.9431070"
"conf_acmidc_deshmukhrc21","inproceedings","Assessing Children's First Impressions of ""WallBo"" - A Robotic Handwashing Buddy.","Amol Deshmukh; Katie A. Riddoch; Emily S. Cross","IDC","2021","521-526","https://doi.org/10.1145/3459990.3465174"
"journals_cg_sperrlejbke21","article","Co-adaptive visual data analysis and guidance processes.","Fabian Sperrle; Astrik Jeitler; Jürgen Bernard; Daniel A. Keim; Mennatallah El-Assady","Comput. Graph.","2021","93-105","https://doi.org/10.1016/j.cag.2021.06.016"
"journals_cgf_fischersske21","article","CommAID: Visual Analytics for Communication Analysis through Interactive Dynamics Modeling.","Maximilian T. Fischer; Daniel Seebacher; Rita Sevastjanova; Daniel A. Keim; Mennatallah El-Assady","Comput. Graph. Forum","2021","25-36","https://doi.org/10.1111/cgf.14286"
"journals_corr_abs-2106-14802","article","Communication Analysis through Visual Analytics: Current Practices, Challenges, and New Frontiers.","Maximilian T. Fischer; Frederik L. Dennig; Daniel Seebacher; Daniel A. Keim; Mennatallah El-Assady","CoRR","2021","","https://arxiv.org/abs/2106.14802"
"conf_etra_2021a","proceedings","ETRA '21 Adjunct: 2021 Symposium on Eye Tracking Research and Applications, Virtual Event, Germany, May 25-27, 2021.","","ETRA Adjunct","2021","","https://doi.org/10.1145/3450341"
"conf_mc_avramidiskszg21","inproceedings","Evaluating a Smart Car Interface in Terms of Usability, User Experience and User Acceptance.","Mario Avramidis; Christiane Kellner; Josefine Staudt; Verena Zimmermann; Nina Gerber","MuC (Workshopband)","2021","","https://doi.org/10.18420/muc2021-mci-ws10-351"
"conf_acl_sevastjanovakbs20","inproceedings","Explaining Contextualization in Language Models using Visual Analytics.","Rita Sevastjanova; Aikaterini-Lida Kalouli; Christin Beck; Hanna Schäfer; Mennatallah El-Assady","ACL/IJCNLP","2021","464-476","https://doi.org/10.18653/v1/2021.acl-long.39"
"journals_corr_abs-2102-00036","article","Facilitating Knowledge Sharing from Domain Experts to Data Scientists for Building NLP Models.","Soya Park; April Yi Wang; Ban Kawas; Q. Vera Liao; David Piorkowski; Marina Danilevsky","CoRR","2021","","https://arxiv.org/abs/2102.00036"
"phd_dnb_zimmermann21","phdthesis","From the Quest to Replace Passwords towards Supporting Secure and Usable Password Creation.","Verena Zimmermann","Technical University of Darmstadt, Germany","2021","","http://tuprints.ulb.tu-darmstadt.de/17425/"
"conf_mab_grubelgatshs21","inproceedings","Fused Twins: A Cognitive Approach to Augmented Reality Media Architecture.","Jascha Grübel; Michal Gath-Morad; Leonel Aguilar; Tyler Thrash; Robert W. Sumner; Christoph Hölscher; Victor R. Schinazi","MAB","2021","215-220","https://doi.org/10.1145/3469410.3469435"
"conf_ijcai_wangwlw21","inproceedings","Graph-Augmented Code Summarization in Computational Notebooks.","April Yi Wang; Dakuo Wang; Xuye Liu; Lingfei Wu","IJCAI","2021","5020-5023","https://doi.org/10.24963/ijcai.2021/717"
"journals_corr_abs-2104-01002","article","HAConvGNN: Hierarchical Attention Based Convolutional Graph Neural Network for Code Documentation Generation in Jupyter Notebooks.","Xuye Liu; Dakuo Wang; April Yi Wang; Lingfei Wu","CoRR","2021","","https://arxiv.org/abs/2104.01002"
"journals_pacmhci_piorkowskipwwmp21","article","How AI Developers Overcome Communication Challenges in a Multidisciplinary Team: A Case Study.","David Piorkowski; Soya Park; April Yi Wang; Dakuo Wang; Michael J. Muller; Felix Portnoy","Proc. ACM Hum. Comput. Interact.","2021","131:1-131:25","https://doi.org/10.1145/3449205"
"conf_iui_mullerwrwathmrd21","inproceedings","How Data Scientists Improve Generated Code Documentation in Jupyter Notebooks.","Michael J. Muller; April Yi Wang; Steven I. Ross; Justin D. Weisz; Mayank Agarwal; Kartik Talamadupula; Stephanie Houde; Fernando Martinez; John T. Richards; Jaimie Drozdal; Xuye Liu; David Piorkowski; Dakuo Wang","IUI Workshops","2021","","https://ceur-ws.org/Vol-2903/IUI21WS-HAIGEN-10.pdf"
"journals_corr_abs-2110-01108","article","Human-Centered AI for Data Science: A Systematic Approach.","Dakuo Wang; Xiaojuan Ma; April Yi Wang","CoRR","2021","","https://arxiv.org/abs/2110.01108"
"conf_interact_chakrabortykr21","inproceedings","Improving Resilience by Communicating Predicted Disruptions in Control Rooms.","Suvodip Chakraborty; Peter Kiefer; Martin Raubal","INTERACT (Workshops)","2021","302-315","https://doi.org/10.1007/978-3-030-98388-8_27"
"conf_socrob_timmermanhhhc21","inproceedings","Individuals Expend More Effort to Compete Against Robots Than Humans After Observing Competitive Human-Robot Interactions.","Rosanne H. Timmerman; Te-Yi Hsieh; Anna Henschel; Ruud Hortensius; Emily S. Cross","ICSR","2021","685-696","https://doi.org/10.1007/978-3-030-90525-5_60"
"journals_cogcom_dubeytkhs21","article","Information Theoretic Model to Simulate Agent-Signage Interaction for Wayfinding.","Rohit Kumar Dubey; Tyler Thrash; Mubbasir Kapadia; Christoph Hoelscher; Victor R. Schinazi","Cogn. Comput.","2021","189-206","https://doi.org/10.1007/s12559-019-09689-1"
"journals_cgf_sperrleske21","article","Learning Contextualized User Preferences for Co-Adaptive Guidance in Mixed-Initiative Topic Model Refinement.","Fabian Sperrle; Hanna Schäfer; Daniel A. Keim; Mennatallah El-Assady","Comput. Graph. Forum","2021","215-226","https://doi.org/10.1111/cgf.14301"
"conf_giscience_mazurkiewiczkkg21","inproceedings","Not Arbitrary, Systematic! Average-Based Route Selection for Navigation Experiments.","Bartosz Mazurkiewicz; Markus Kattenbeck; Peter Kiefer; Ioannis Giannopoulos","GIScience (I)","2021","8:1-8:16","https://doi.org/10.4230/LIPIcs.GIScience.2021.I.8"
"journals_pacmhci_wangccbo21","article","PuzzleMe: Leveraging Peer Assessment for In-Class Programming Exercises.","April Yi Wang; Yan Chen; John Joon Young Chung; Christopher Brooks; Steve Oney","Proc. ACM Hum. Comput. Interact.","2021","415:1-415:24","https://doi.org/10.1145/3479559"
"journals_tiis_sevastjanovajsk21","article","QuestionComb: A Gamification Approach for the Visual Explanation of Linguistic Phenomena through Interactive Labeling.","Rita Sevastjanova; Wolfgang Jentner; Fabian Sperrle; Rebecca Kehlbeck; Jürgen Bernard; Mennatallah El-Assady","ACM Trans. Interact. Intell. Syst.","2021","19:1-19:38","https://doi.org/10.1145/3429448"
"conf_mig_dubeysathbk21","inproceedings","SNAP: Successor Entropy based Incremental Subgoal Discovery for Adaptive Navigation.","Rohit Kumar Dubey; Samuel S. Sohn; Jimmy Abualdenien; Tyler Thrash; Christoph Hoelscher; André Borrmann; Mubbasir Kapadia","MIG","2021","16:1-16:11","https://doi.org/10.1145/3487983.3488292"
"conf_soups_franzzah0b021","inproceedings","SoK: Still Plenty of Phish in the Sea - A Taxonomy of User-Oriented Phishing Interventions and Avenues for Future Research.","Anjuli Franz; Verena Zimmermann; Gregor Albrecht; Katrin Hartwig; Christian Reuter; Alexander Benlian; Joachim Vogt","SOUPS @ USENIX Security Symposium","2021","339-358","https://www.usenix.org/conference/soups2021/presentation/franz"
"journals_ijsr_limrc21","article","Social Robots on a Global Stage: Establishing a Role for Culture During Human-Robot Interaction.","Velvetina Lim; Maki Rooksby; Emily S. Cross","Int. J. Soc. Robotics","2021","1307-1333","https://doi.org/10.1007/s12369-020-00710-4"
"conf_edbt_spinnerssssgrek21","inproceedings","Speculative Execution of Similarity Queries: Real-Time Parameter Optimization through Visual Exploration.","Thilo Spinner; Udo Schlegel; Martin Schall; Fabian Sperrle; Rita Sevastjanova; Beatrice Gobbo; Julius Rauscher; Mennatallah El-Assady; Daniel A. Keim","EDBT/ICDT Workshops","2021","","https://ceur-ws.org/Vol-2841/SIMPLIFY_4.pdf"
"conf_automotiveui_zankelgzg21","inproceedings","Taking on driving tasks yourself? That was yesterday! How drivers would like to be supported by assistance systems.","Lisa Marie Zankel; Paul Gerber; Verena Zimmermann; Nina Gerber","AutomotiveUI (adjunct)","2021","71-76","https://doi.org/10.1145/3473682.3480267"
"journals_paladyn_labangmc20","article","Tell me more! Assessing interactions with social robots from speech.","Guy Laban; Jean-Noël George; Val Morrison; Emily S. Cross","Paladyn J. Behav. Robotics","2021","136-159","https://doi.org/10.1515/pjbr-2021-0011"
"conf_percom_grubelthshs21a","inproceedings","The Feasibility of Dense Indoor LoRaWAN Towards Passively Sensing Human Presence.","Jascha Grübel; Tyler Thrash; Didier Hélal; Robert W. Sumner; Christoph Hölscher; Victor R. Schinazi","PerCom","2021","1-11","https://doi.org/10.1109/PERCOM50583.2021.9439137"
"journals_tochi_zimmermannr21","article","The Nudge Puzzle: Matching Nudge Interventions to Cybersecurity Decisions.","Verena Zimmermann; Karen Renaud","ACM Trans. Comput. Hum. Interact.","2021","7:1-7:45","https://doi.org/10.1145/3429888"
"journals_cga_beauxis-aussalet21","article","The Role of Interactive Visualization in Fostering Trust in AI.","Emma Beauxis-Aussalet; Michael Behrisch; Rita Borgo; Duen Horng Chau; Christopher Collins; David S. Ebert; Mennatallah El-Assady; Alex Endert; Daniel A. Keim; Jörn Kohlhammer; Daniela Oelke; Jaakko Peltonen; Maria Riveiro; Tobias Schreck; Hendrik Strobelt; Jarke J. van Wijk; Theresa-Marie Rhyne","IEEE Computer Graphics and Applications","2021","7-12","https://doi.org/10.1109/MCG.2021.3107875"
"journals_cp_limkh21","article","The effect of navigation method and visual display on distance perception in a large-scale virtual building.","Hengshan Li; Panagiotis Mavros; Jakub Krukar; Christoph Hölscher","Cogn. Process.","2021","239-259","https://doi.org/10.1007/s10339-020-01011-4"
"journals_corr_abs-2102-12592","article","Themisto: Towards Automated Documentation Generation in Computational Notebooks.","April Yi Wang; Dakuo Wang; Jaimie Drozdal; Michael J. Muller; Soya Park; Justin D. Weisz; Xuye Liu; Lingfei Wu; Casey Dugan","CoRR","2021","","https://arxiv.org/abs/2102.12592"
"journals_icom_egertghkz21","article","Towards Resilient Critical Infrastructures - Motivating Users to Contribute to Smart Grid Resilience.","Rolf Egert; Nina Gerber; Jasmin Haunschild; Philipp Kuehn; Verena Zimmermann","i-com","2021","161-175","https://doi.org/10.1515/icom-2021-0021"
"journals_corr_abs-2105-04897","article","Visual Analytics of Conversational Dynamics.","Daniel Seebacher; Maximilian T. Fischer; Rita Sevastjanova; Daniel A. Keim; Mennatallah El-Assady","CoRR","2021","","https://arxiv.org/abs/2105.04897"
"conf_chi_wangwdlpo021","inproceedings","What Makes a Well-Documented Notebook? A Case Study of Data Scientists' Documentation Practices in Kaggle.","April Yi Wang; Dakuo Wang; Jaimie Drozdal; Xuye Liu; Soya Park; Steve Oney; Christopher Brooks","CHI Extended Abstracts","2021","445:1-445:7","https://doi.org/10.1145/3411763.3451617"
"journals_cga_streebekcsb21","article","Why Visualize? Arguments for Visual Support in Decision Making.","Dirk Streeb; Mennatallah El-Assady; Daniel A. Keim; Min Chen","IEEE Computer Graphics and Applications","2021","17-22","https://doi.org/10.1109/MCG.2021.3055971"
"journals_tvcg_streebekc21","article","Why Visualize? Untangling a Large Network of Arguments.","Dirk Streeb; Mennatallah El-Assady; Daniel A. Keim; Min Chen","IEEE Trans. Vis. Comput. Graph.","2021","2220-2236","https://doi.org/10.1109/TVCG.2019.2940026"
"conf_chi_markyszhkm20","inproceedings","3D-Auth: Two-Factor Authentication with Personalized 3D-Printed Items.","Karola Marky; Martin Schmitz; Verena Zimmermann; Martin Herbers; Kai Kunze; Max Mühlhäuser","CHI","2020","1-12","https://doi.org/10.1145/3313831.3376189"
"journals_corr_abs-2010-11761","article","A Comparative Analysis of Industry Human-AI Interaction Guidelines.","Austin P. Wright; Zijie J. Wang; Haekyu Park; Grace Guo; Fabian Sperrle; Mennatallah El-Assady; Alex Endert; Daniel A. Keim; Duen Horng Chau","CoRR","2020","","https://arxiv.org/abs/2010.11761"
"journals_cg_dubeykghk20","article","AUTOSIGN: A multi-criteria optimization approach to computer aided design of signage layouts in complex buildings.","Rohit Kumar Dubey; Wei Ping Khoo; Michal Gath-Morad; Christoph Hölscher; Mubbasir Kapadia","Comput. Graph.","2020","13-23","https://doi.org/10.1016/j.cag.2020.02.007"
"conf_chi_markyzshkm20","inproceedings","All in One! User Perceptions on Centralized IoT Privacy Settings.","Karola Marky; Verena Zimmermann; Alina Stöver; Philipp Pascal Hoffmann; Kai Kunze; Max Mühlhäuser","CHI Extended Abstracts","2020","1-8","https://doi.org/10.1145/3334480.3383016"
"journals_corr_abs-2012-04344","article","An Empirical Study of Explainable AI Techniques on Deep Learning Models For Time Series Tasks.","Udo Schlegel; Daniela Oelke; Daniel A. Keim; Mennatallah El-Assady","CoRR","2020","","https://arxiv.org/abs/2012.04344"
"journals_corr_abs-2009-02057","article","Augmenting Sheet Music with Rhythmic Fingerprints.","Daniel Fürst; Matthias Miller; Daniel A. Keim; Alexandra Bonnici; Hanna Schäfer; Mennatallah El-Assady","CoRR","2020","","https://arxiv.org/abs/2009.02057"
"conf_chi_wangwbo20","inproceedings","Callisto: Capturing the ""Why"" by Connecting Conversations with Computational Narratives.","April Yi Wang; Zihan Wu; Christopher Brooks; Steve Oney","CHI","2020","1-13","https://doi.org/10.1145/3313831.3376740"
"conf_spatialcognition_kuligambh20","inproceedings","Comparing Human Wayfinding Behavior Between a Real, Existing Building, a Virtual Replica, and Two Architectural Redesigns.","Saskia F. Kuliga; Panagiotis Mavros; Martin Brösamle; Christoph Hölscher","Spatial Cognition","2020","160-179","https://doi.org/10.1007/978-3-030-57983-8_13"
"journals_geoinformatica_gobelkr20","article","Correction to: FeaturEyeTrack: automatic matching of eye tracking data with map features on interactive maps.","Fabian Göbel; Peter Kiefer; Martin Raubal","GeoInformatica","2020","1061-1062","https://doi.org/10.1007/s10707-019-00352-3"
"conf_grapp_schneiderke20","inproceedings","DataShiftExplorer: Visualizing and Comparing Change in Multidimensional Data for Supervised Learning.","Bruno Schneider; Daniel A. Keim; Mennatallah El-Assady","VISIGRAPP (3: IVAPP)","2020","141-148","https://doi.org/10.5220/0008940801410148"
"journals_tlt_raukzw20","article","Design Tradeoffs of Interactive Visualization Tools for Educational Technologies.","Martina Angela Rau; Will Keesler; Ying Zhang; Sally P. W. Wu","IEEE Trans. Learn. Technol.","2020","326-339","https://doi.org/10.1109/TLT.2019.2902546"
"conf_spatialcognition_kuligacrihj20","inproceedings","Developing a Replication of a Wayfinding Study. From a Large-Scale Real Building to a Virtual Reality Simulation.","Saskia F. Kuliga; James Charlton; Hilal Fitri Rohaidi; Lu Qian Qi Isaac; Christoph Hoelscher; Michael Joos","Spatial Cognition","2020","126-142","https://doi.org/10.1007/978-3-030-57983-8_11"
"conf_icls_raumb20","inproceedings","Do Affordances of Classroom Furniture Affect Learning in Undergraduate Active-Learning Courses?","Martina A. Rau; John Moore; Judith Burstyn","ICLS","2020","","https://repository.isls.org/handle/1/6841"
"conf_vl_chenhmw0lo20","inproceedings","EdCode: Towards Personalized Support at Scale for Remote Assistance in CS Education.","Yan Chen; Jaylin Herskovitz; Gabriel Matute; April Yi Wang; Sang Won Lee; Walter S. Lasecki; Steve Oney","VL/HCC","2020","1-5","https://doi.org/10.1109/VL/HCC50065.2020.9127260"
"journals_neuroimage_williamsbdc20","article","Examining the value of body gestures in social reward contexts.","Elin H. Williams; Laura Bilbao-Broch; Paul E. Downing; Emily S. Cross","NeuroImage","2020","117276","https://doi.org/10.1016/j.neuroimage.2020.117276"
"conf_dihu_alexanderbdehj20","inproceedings","From Sketching to Coding: Teaching Visualization as a Thinking Process.","Eric C. Alexander; Adam James Bradley; Catherine DeRose; Mennatallah El-Assady; Uta Hinrichs; Stefan Jänicke","DH","2020","","https://dh2020.adho.org/wp-content/uploads/2020/07/427_FromSketchingtoCodingTeachingVisualizationasaThinkingProcess.html"
"conf_etra_gobelkskr20","inproceedings","Gaze-Adaptive Lenses for Feature-Rich Information Spaces.","Fabian Göbel; Kuno Kurzhals; Victor R. Schinazi; Peter Kiefer; Martin Raubal","ETRA","2020","15:1-15:8","https://doi.org/10.1145/3379155.3391323"
"journals_jmui_rudikgr20","article","Gaze-based interactions in the cockpit of the future: a survey.","David Rudi; Peter Kiefer; Ioannis Giannopoulos; Martin Raubal","J. Multimodal User Interfaces","2020","25-48","https://doi.org/10.1007/s12193-019-00309-8"
"journals_ns_renaudz20","article","How to nudge in cyber security.","Karen Renaud; Verena Zimmermann","Netw. Secur.","2020","20","https://doi.org/10.1016/S1353-4858(20)30132-X"
"conf_hri_hsiehcc20","inproceedings","Human-Robot Cooperation in Prisoner Dilemma Games: People Behave More Reciprocally than Prosocially Toward Robots.","Te-Yi Hsieh; Bishakha Chaudhury; Emily S. Cross","HRI (Companion)","2020","257-259","https://doi.org/10.1145/3371382.3378309"
"conf_iva_2020","proceedings","IVA '20: ACM International Conference on Intelligent Virtual Agents, Virtual Event, Scotland, UK, October 20-22, 2020","","IVA","2020","","https://doi.org/10.1145/3383652"
"conf_chi_markyzfdbm20","inproceedings","Improving the Usability and UX of the Swiss Internet Voting Interface.","Karola Marky; Verena Zimmermann; Markus Funk; Jörg Daubert; Kira Bleck; Max Mühlhäuser","CHI","2020","1-13","https://doi.org/10.1145/3313831.3376769"
"conf_eurova-ws_sperrlejbke20","inproceedings","Learning and Teaching in Co-Adaptive Guidance for Mixed-Initiative Visual Analytics.","Fabian Sperrle; Astrik Jeitler; Jürgen Bernard; Daniel A. Keim; Mennatallah El-Assady","EuroVA@Eurographics/EuroVis","2020","61-65","https://doi.org/10.2312/eurova.20201088"
"conf_hri_labanmc20","inproceedings","Let's Talk About It! Subjective and Objective Disclosures to Social Robots.","Guy Laban; Val Morrison; Emily S. Cross","HRI (Companion)","2020","328-330","https://doi.org/10.1145/3371382.3378252"
"conf_spatialcognition_jazukgmdh20","inproceedings","Local Wayfinding Decisions in a Complex Real-World Building.","Kristina Jazuk; Gian-Luca Gubler; Panagiotis Mavros; Ruth Conroy Dalton; Christoph Hoelscher","Spatial Cognition","2020","122-125","https://doi.org/10.1007/978-3-030-57983-8_10"
"journals_tvcg_el-assadykckd20","article","Semantic Concept Spaces: Guided Topic Model Refinement using Word-Embedding Projections.","Mennatallah El-Assady; Rebecca Kehlbeck; Christopher Collins; Daniel A. Keim; Oliver Deussen","IEEE Trans. Vis. Comput. Graph.","2020","1001-1011","https://doi.org/10.1109/TVCG.2019.2934654"
"journals_corr_abs-2009-06433","article","Should We Trust (X)AI? Design Dimensions for Structured Experimental Evaluations.","Fabian Sperrle; Mennatallah El-Assady; Grace Guo; Duen Horng Chau; Alex Endert; Daniel A. Keim","CoRR","2020","","https://arxiv.org/abs/2009.06433"
"journals_corr_abs-2010-09040","article","Studying Visualization Guidelines According to Grounded Theory.","Alexandra Diehl; Matthias Kraus; Alfie Abdul-Rahman; Mennatallah El-Assady; Benjamin Bach; Robert S. Laramee; Daniel A. Keim; Min Chen","CoRR","2020","","https://arxiv.org/abs/2010.09040"
"conf_spatialcognition_parkbh20","inproceedings","The Function of Gesture in Architectural-Design-Related Spatial Ability.","Yesol Park; Martin Brösamle; Christoph Hölscher","Spatial Cognition","2020","309-321","https://doi.org/10.1007/978-3-030-57983-8_24"
"journals_ijmms_zimmermanng20","article","The password is dead, long live the password - A laboratory study on user perceptions of authentication schemes.","Verena Zimmermann; Nina Gerber","Int. J. Hum. Comput. Stud.","2020","26-44","https://doi.org/10.1016/j.ijhcs.2019.08.006"
"conf_etra_krukarmh20","inproceedings","Towards capturing focal/ambient attention during dynamic wayfinding.","Jakub Krukar; Panagiotis Mavros; Christoph Hoelscher","ETRA Adjunct","2020","22:1-22:5","https://doi.org/10.1145/3379157.3391417"
"conf_iui_schlegelcaeok20","inproceedings","Towards visual debugging for multi-target time series classification.","Udo Schlegel; Eren Cakmak; Hiba Arnout; Mennatallah El-Assady; Daniela Oelke; Daniel A. Keim","IUI","2020","202-206","https://doi.org/10.1145/3377325.3377528"
"conf_coling_kaloulispce20","inproceedings","XplaiNLI: Explainable Natural Language Inference through Visual Analytics.","Aikaterini-Lida Kalouli; Rita Sevastjanova; Valeria de Paiva; Richard S. Crouch; Mennatallah El-Assady","COLING (Demonstrations)","2020","48-52","https://doi.org/10.18653/v1/2020.coling-demos.9"
"journals_tvcg_spinnersse20","article","explAIner: A Visual Analytics Framework for Interactive and Explainable Machine Learning.","Thilo Spinner; Udo Schlegel; Hanna Schäfer; Mennatallah El-Assady","IEEE Trans. Vis. Comput. Graph.","2020","1064-1074","https://doi.org/10.1109/TVCG.2019.2934629"
"journals_cgf_blumenscheindlr20","article","v-plots: Designing Hybrid Charts for the Comparative Analysis of Data Distributions.","Michael Blumenschein; Luka J. Debbeler; Nadine C. Lages; Britta Renner; Daniel A. Keim; Mennatallah El-Assady","Comput. Graph. Forum","2020","565-577","https://doi.org/10.1111/cgf.14002"
"journals_mti_hayekmgksg19","article","3D Point Clouds and Eye Tracking for Investigating the Perception and Acceptance of Power Lines in Different Landscapes.","Ulrike Wissen Hayek; Kilian Müller; Fabian Göbel; Peter Kiefer; Reto Spielhofer; Adrienne Grêt-Regamey","Multimodal Technol. Interact.","2019","40","https://doi.org/10.3390/mti3020040"
"conf_aied_rauzmb19","inproceedings","Adaptive Support for Representation Skills in a Chemistry ITS Is More Effective Than Static Support.","Martina A. Rau; Miranda Zahn; Edward Misback; Judith Burstyn","AIED","2019","432-444","https://doi.org/10.1007/978-3-030-23204-7_36"
"journals_icom_zimmermanngmbk19","article","Assessing Users' Privacy and Security Concerns of Smart Home Technologies.","Verena Zimmermann; Paul Gerber; Karola Marky; Leon Böck; Florian Kirchbuchner","i-com","2019","197-216","https://doi.org/10.1515/icom-2019-0015"
"journals_corr_abs-1908-00003","article","Augmenting Music Sheets with Harmonic Fingerprints.","Matthias Miller; Alexandra Bonnici; Mennatallah El-Assady","CoRR","2019","","http://arxiv.org/abs/1908.00003"
"conf_grapp_krausmbswke19","inproceedings","Breaking the Curse of Visual Analytics: Accommodating Virtual Reality in the Visualization Pipeline.","Matthias Kraus; Matthias Miller; Juri Buchmüller; Manuel Stein; Niklas Weiler; Daniel A. Keim; Mennatallah El-Assady","VISIGRAPP (Revised Selected Papers)","2019","253-284","https://doi.org/10.1007/978-3-030-41590-7_11"
"journals_tvcg_liuwcdoejk19","article","Bridging Text Visualization and Mining: A Task-Driven Survey.","Shixia Liu; Xiting Wang; Christopher Collins; Wenwen Dou; Fang-Xin Ou-Yang; Mennatallah El-Assady; Liu Jiang; Daniel A. Keim","IEEE Trans. Vis. Comput. Graph.","2019","2482-2504","https://doi.org/10.1109/TVCG.2018.2834341"
"journals_corr_abs-1910-00767","article","Cognitive Agent Based Simulation Model For Improving Disaster Response Procedures.","Rohit Kumar Dubey; Samuel S. Sohn; Christoph Hoelscher; Mubbasir Kapadia","CoRR","2019","","http://arxiv.org/abs/1910.00767"
"journals_cogsci_masonrn19","article","Cognitive Task Analysis for Implicit Knowledge About Visual Representations With Similarity Learning Methods.","Blake Mason; Martina A. Rau; Robert D. Nowak","Cogn. Sci.","2019","","https://doi.org/10.1111/cogs.12744"
"conf_vl_wangc19","inproceedings","Designing Curated Conversation-Driven Explanations for Communicating Complex Technical Concepts.","April Yi Wang; Parmit K. Chilana","VL/HCC","2019","211-215","https://doi.org/10.1109/VLHCC.2019.8818822"
"conf_aied_raus19","inproceedings","Disentangling Conceptual and Embodied Mechanisms for Learning with Virtual and Physical Representations.","Martina A. Rau; Tara A. Schmidt","AIED","2019","419-431","https://doi.org/10.1007/978-3-030-23204-7_35"
"journals_ns_renaudz19","article","Encouraging password manager use.","Karen Renaud; Verena Zimmermann","Netw. Secur.","2019","20","https://doi.org/10.1016/S1353-4858(19)30075-3"
"journals_geoinformatica_gobelkr19","article","FeaturEyeTrack: automatic matching of eye tracking data with map features on interactive maps.","Fabian Göbel; Peter Kiefer; Martin Raubal","GeoInformatica","2019","663-687","https://doi.org/10.1007/s10707-019-00344-3"
"journals_corr_abs-1908-10411","article","Framing Visual Musicology through Methodology Transfer.","Matthias Miller; Hanna Schäfer; Matthias Kraus; Marc Leman; Daniel A. Keim; Mennatallah El-Assady","CoRR","2019","","http://arxiv.org/abs/1908.10411"
